1,1,1,1,1,2024-01-10,2,900
2,1,1,2,1,2024-01-11,1,800
3,2,3,4,1,2024-01-15,3,350
4,2,4,6,2,2024-02-10,2,700
5,3,5,7,2,2024-02-12,1,300
6,3,6,8,2,2024-02-15,2,1000
7,4,7,9,3,2024-03-01,1,750
8,4,8,10,3,2024-03-05,3,250
9,5,9,11,3,2024-03-10,2,200
10,6,10,12,3,2024-04-02,1,900
11,6,11,13,4,2024-04-05,2,650
12,6,12,14,4,2024-04-05,1,1200
13,7,13,15,4,2024-04-10,2,1300
14,7,14,16,4,2024-04-10,3,500
15,8,15,17,5,2024-04-14,1,1200
16,8,16,18,5,2024-05-01,2,700
17,8,17,19,5,2024-05-02,1,1500
18,9,18,20,5,2024-05-10,1,800
19,10,19,21,1,2024-05-12,1,2500
20,10,20,22,1,2024-05-15,1,3000
21,10,21,23,2,2024-05-20,2,500
22,11,22,24,2,2024-05-28,1,900
23,12,23,25,3,2024-06-03,3,900
24,12,24,26,3,2024-06-04,2,650
25,12,25,27,4,2024-06-10,1,1200
26,13,26,28,4,2024-06-15,4,600
27,13,27,29,5,2024-06-30,1,750
28,13,28,30,5,2024-07-01,1,1400
29,14,29,31,1,2024-07-04,12,120
30,14,30,32,1,2024-07-05,1,900
31,15,31,33,2,2024-07-08,2,450
32,15,32,34,2,2024-07-10,3,300
33,16,33,35,2,2024-07-12,1,850
34,16,34,36,3,2024-07-14,2,500
35,16,35,37,3,2024-07-15,1,700
36,17,36,38,3,2024-07-18,4,200
37,17,37,39,4,2024-07-19,1,900
38,18,38,40,4,2024-07-20,2,600
39,18,39,41,4,2024-07-21,3,400
40,19,40,42,5,2024-07-22,1,1100
41,19,41,43,5,2024-07-23,2,750
42,20,42,44,5,2024-07-25,3,300
43,20,43,45,1,2024-07-26,1,950
44,21,44,46,1,2024-07-27,4,250
45,21,45,47,1,2024-07-28,2,700
46,22,46,48,2,2024-07-29,1,1200
47,22,47,49,2,2024-07-30,3,350
48,23,48,50,2,2024-08-01,2,500
49,23,49,51,3,2024-08-02,1,900
50,24,50,52,3,2024-08-03,2,650
51,24,51,53,3,2024-08-04,3,450
52,25,52,54,4,2024-08-05,1,1200
53,25,53,55,4,2024-08-06,2,700
54,26,54,56,4,2024-08-07,3,350
55,26,55,57,5,2024-08-08,1,1500
56,27,56,58,5,2024-08-09,2,600
57,27,57,59,5,2024-08-10,1,900
58,28,58,60,1,2024-08-11,3,350
59,28,59,61,1,2024-08-12,2,700
60,29,60,62,1,2024-08-13,1,1200
61,29,61,63,2,2024-08-14,4,300
62,30,62,64,2,2024-08-15,2,500
63,30,63,65,2,2024-08-16,3,400
64,31,64,66,3,2024-08-17,1,800
65,31,65,67,3,2024-08-18,2,950
66,32,66,68,3,2024-08-19,1,1000
67,32,67,69,4,2024-08-20,3,450
68,33,68,70,4,2024-08-21,2,700
69,33,69,71,4,2024-08-22,1,1200
70,34,70,72,5,2024-08-23,2,600
71,34,71,73,5,2024-08-24,3,350
72,35,72,74,5,2024-08-25,1,1400
73,35,73,75,1,2024-08-26,2,750
74,36,74,76,1,2024-08-27,1,1000
75,36,75,77,1,2024-08-28,4,200
76,37,76,78,2,2024-08-29,3,300
77,37,77,79,2,2024-08-30,2,650
78,38,78,80,2,2024-08-31,2,900
79,38,79,81,3,2024-09-01,1,1100
80,39,80,82,3,2024-09-02,3,500
81,39,81,83,3,2024-09-03,2,700
82,40,82,84,4,2024-09-04,1,800
83,40,83,85,4,2024-09-05,2,950
84,41,84,86,4,2024-09-06,2,500
85,41,85,87,5,2024-09-07,3,350
86,42,86,88,5,2024-09-08,1,1500
87,42,87,89,5,2024-09-09,2,700
88,43,88,90,1,2024-09-10,3,300
89,43,89,91,1,2024-09-11,2,650
90,44,90,92,1,2024-09-12,1,1400
91,44,91,93,2,2024-09-13,4,500
92,45,92,94,2,2024-09-14,3,400
93,45,93,95,2,2024-09-15,2,600
94,46,94,96,3,2024-09-16,1,900
95,46,95,97,3,2024-09-17,2,750
96,47,96,98,3,2024-09-18,1,1300
97,47,97,99,4,2024-09-19,3,350
98,48,98,100,4,2024-09-20,2,700
99,48,99,101,4,2024-09-21,1,1000
100,49,100,102,5,2024-09-22,3,450

